images_211 : Stage: [1/5], Iter: [1/2000], ftr_loss : +3.6632, nll : +0.0455, mse_loss : +0.0565, l1_loss : +0.1709, perceptual_edge_loss : +0.0000, psnr : +11.3992, ssim : +0.2074
images_211 : Stage: [1/5], Iter: [100/2000], ftr_loss : +1.3572, nll : +0.0448, mse_loss : +0.0204, l1_loss : +0.0834, perceptual_edge_loss : +0.0000, psnr : +15.8451, ssim : +0.4633
images_211 : Stage: [1/5], Iter: [200/2000], ftr_loss : +1.1069, nll : +0.0440, mse_loss : +0.0169, l1_loss : +0.0712, perceptual_edge_loss : +0.0000, psnr : +16.6392, ssim : +0.5092
images_211 : Stage: [1/5], Iter: [300/2000], ftr_loss : +0.8731, nll : +0.0434, mse_loss : +0.0162, l1_loss : +0.0699, perceptual_edge_loss : +0.0000, psnr : +16.7147, ssim : +0.5131
images_211 : Stage: [1/5], Iter: [400/2000], ftr_loss : +0.7632, nll : +0.0427, mse_loss : +0.0142, l1_loss : +0.0645, perceptual_edge_loss : +0.0000, psnr : +17.2795, ssim : +0.5449
images_211 : Stage: [1/5], Iter: [500/2000], ftr_loss : +0.6426, nll : +0.0419, mse_loss : +0.0138, l1_loss : +0.0632, perceptual_edge_loss : +0.0000, psnr : +17.3771, ssim : +0.5512
images_211 : Stage: [1/5], Iter: [600/2000], ftr_loss : +0.6176, nll : +0.0413, mse_loss : +0.0130, l1_loss : +0.0609, perceptual_edge_loss : +0.0000, psnr : +17.6244, ssim : +0.5627
images_211 : Stage: [1/5], Iter: [700/2000], ftr_loss : +0.5928, nll : +0.0406, mse_loss : +0.0136, l1_loss : +0.0620, perceptual_edge_loss : +0.0000, psnr : +17.2435, ssim : +0.5634
images_211 : Stage: [1/5], Iter: [800/2000], ftr_loss : +0.5299, nll : +0.0400, mse_loss : +0.0127, l1_loss : +0.0599, perceptual_edge_loss : +0.0000, psnr : +17.5951, ssim : +0.5736
images_211 : Stage: [1/5], Iter: [900/2000], ftr_loss : +0.5151, nll : +0.0394, mse_loss : +0.0113, l1_loss : +0.0557, perceptual_edge_loss : +0.0000, psnr : +18.1235, ssim : +0.6045
images_211 : Stage: [1/5], Iter: [1000/2000], ftr_loss : +0.4865, nll : +0.0388, mse_loss : +0.0116, l1_loss : +0.0562, perceptual_edge_loss : +0.0000, psnr : +18.0131, ssim : +0.5963
images_211 : Stage: [1/5], Iter: [1100/2000], ftr_loss : +0.4645, nll : +0.0381, mse_loss : +0.0115, l1_loss : +0.0558, perceptual_edge_loss : +0.0000, psnr : +17.9512, ssim : +0.6000
images_211 : Stage: [1/5], Iter: [1200/2000], ftr_loss : +0.4470, nll : +0.0376, mse_loss : +0.0116, l1_loss : +0.0563, perceptual_edge_loss : +0.0000, psnr : +17.9536, ssim : +0.5986
images_211 : Stage: [1/5], Iter: [1300/2000], ftr_loss : +0.4106, nll : +0.0369, mse_loss : +0.0109, l1_loss : +0.0543, perceptual_edge_loss : +0.0000, psnr : +18.1669, ssim : +0.6123
images_211 : Stage: [1/5], Iter: [1400/2000], ftr_loss : +0.4261, nll : +0.0363, mse_loss : +0.0106, l1_loss : +0.0532, perceptual_edge_loss : +0.0000, psnr : +18.3000, ssim : +0.6227
images_211 : Stage: [1/5], Iter: [1500/2000], ftr_loss : +0.3927, nll : +0.0358, mse_loss : +0.0103, l1_loss : +0.0528, perceptual_edge_loss : +0.0000, psnr : +18.3781, ssim : +0.6243
images_211 : Stage: [1/5], Iter: [1600/2000], ftr_loss : +0.3913, nll : +0.0353, mse_loss : +0.0106, l1_loss : +0.0540, perceptual_edge_loss : +0.0000, psnr : +18.2099, ssim : +0.6261
images_211 : Stage: [1/5], Iter: [1700/2000], ftr_loss : +0.4095, nll : +0.0347, mse_loss : +0.0103, l1_loss : +0.0524, perceptual_edge_loss : +0.0000, psnr : +18.2942, ssim : +0.6279
