images_252 : Stage: [1/5], Iter: [1/2000], ftr_loss : +4.9025, nll : +0.0613, mse_loss : +0.0701, l1_loss : +0.1919, perceptual_edge_loss : +0.0000, psnr : +11.1828, ssim : +0.3481
images_252 : Stage: [1/5], Iter: [100/2000], ftr_loss : +1.1840, nll : +0.0600, mse_loss : +0.0141, l1_loss : +0.0617, perceptual_edge_loss : +0.0000, psnr : +16.6419, ssim : +0.5900
images_252 : Stage: [1/5], Iter: [200/2000], ftr_loss : +0.8661, nll : +0.0588, mse_loss : +0.0102, l1_loss : +0.0493, perceptual_edge_loss : +0.0000, psnr : +17.5158, ssim : +0.6532
images_252 : Stage: [1/5], Iter: [300/2000], ftr_loss : +0.6547, nll : +0.0575, mse_loss : +0.0081, l1_loss : +0.0431, perceptual_edge_loss : +0.0000, psnr : +18.3528, ssim : +0.6816
images_252 : Stage: [1/5], Iter: [400/2000], ftr_loss : +0.5429, nll : +0.0566, mse_loss : +0.0070, l1_loss : +0.0407, perceptual_edge_loss : +0.0000, psnr : +18.8423, ssim : +0.7041
images_252 : Stage: [1/5], Iter: [500/2000], ftr_loss : +0.4959, nll : +0.0556, mse_loss : +0.0068, l1_loss : +0.0382, perceptual_edge_loss : +0.0000, psnr : +18.7975, ssim : +0.7093
images_252 : Stage: [1/5], Iter: [600/2000], ftr_loss : +0.4557, nll : +0.0547, mse_loss : +0.0066, l1_loss : +0.0377, perceptual_edge_loss : +0.0000, psnr : +18.8070, ssim : +0.7123
images_252 : Stage: [1/5], Iter: [700/2000], ftr_loss : +0.4469, nll : +0.0538, mse_loss : +0.0061, l1_loss : +0.0364, perceptual_edge_loss : +0.0000, psnr : +19.2225, ssim : +0.7191
images_252 : Stage: [1/5], Iter: [800/2000], ftr_loss : +0.4154, nll : +0.0526, mse_loss : +0.0055, l1_loss : +0.0344, perceptual_edge_loss : +0.0000, psnr : +19.5324, ssim : +0.7338
images_252 : Stage: [1/5], Iter: [900/2000], ftr_loss : +0.3633, nll : +0.0516, mse_loss : +0.0051, l1_loss : +0.0331, perceptual_edge_loss : +0.0000, psnr : +19.6309, ssim : +0.7402
images_252 : Stage: [1/5], Iter: [1000/2000], ftr_loss : +0.3488, nll : +0.0505, mse_loss : +0.0054, l1_loss : +0.0334, perceptual_edge_loss : +0.0000, psnr : +19.2927, ssim : +0.7337
images_252 : Stage: [1/5], Iter: [1100/2000], ftr_loss : +0.3319, nll : +0.0496, mse_loss : +0.0051, l1_loss : +0.0322, perceptual_edge_loss : +0.0000, psnr : +19.4550, ssim : +0.7405
images_252 : Stage: [1/5], Iter: [1200/2000], ftr_loss : +0.3463, nll : +0.0487, mse_loss : +0.0051, l1_loss : +0.0327, perceptual_edge_loss : +0.0000, psnr : +19.3580, ssim : +0.7417
images_252 : Stage: [1/5], Iter: [1300/2000], ftr_loss : +0.3096, nll : +0.0477, mse_loss : +0.0047, l1_loss : +0.0306, perceptual_edge_loss : +0.0000, psnr : +19.6812, ssim : +0.7491
images_252 : Stage: [1/5], Iter: [1400/2000], ftr_loss : +0.2925, nll : +0.0467, mse_loss : +0.0045, l1_loss : +0.0296, perceptual_edge_loss : +0.0000, psnr : +19.7945, ssim : +0.7581
images_252 : Stage: [1/5], Iter: [1500/2000], ftr_loss : +0.3002, nll : +0.0457, mse_loss : +0.0044, l1_loss : +0.0296, perceptual_edge_loss : +0.0000, psnr : +19.8997, ssim : +0.7601
images_252 : Stage: [1/5], Iter: [1600/2000], ftr_loss : +0.2777, nll : +0.0448, mse_loss : +0.0045, l1_loss : +0.0292, perceptual_edge_loss : +0.0000, psnr : +19.6012, ssim : +0.7594
images_252 : Stage: [1/5], Iter: [1700/2000], ftr_loss : +0.2642, nll : +0.0440, mse_loss : +0.0041, l1_loss : +0.0278, perceptual_edge_loss : +0.0000, psnr : +19.8966, ssim : +0.7700
images_252 : Stage: [1/5], Iter: [1800/2000], ftr_loss : +0.2728, nll : +0.0430, mse_loss : +0.0043, l1_loss : +0.0288, perceptual_edge_loss : +0.0000, psnr : +19.6440, ssim : +0.7622
images_252 : Stage: [1/5], Iter: [1900/2000], ftr_loss : +0.2621, nll : +0.0422, mse_loss : +0.0043, l1_loss : +0.0290, perceptual_edge_loss : +0.0000, psnr : +19.7884, ssim : +0.7689
images_252 : Stage: [1/5], Iter: [2000/2000], ftr_loss : +0.2594, nll : +0.0413, mse_loss : +0.0040, l1_loss : +0.0272, perceptual_edge_loss : +0.0000, psnr : +19.8004, ssim : +0.7730
images_252 : Stage: [2/5], Iter: [1/2000], ftr_loss : +0.2693, nll : +0.0413, mse_loss : +0.0041, l1_loss : +0.0280, perceptual_edge_loss : +0.0000, psnr : +19.8457, ssim : +0.7699
images_252 : Stage: [2/5], Iter: [100/2000], ftr_loss : +0.2657, nll : +0.0409, mse_loss : +0.0039, l1_loss : +0.0270, perceptual_edge_loss : +0.0000, psnr : +19.7950, ssim : +0.7732
images_252 : Stage: [2/5], Iter: [200/2000], ftr_loss : +0.2604, nll : +0.0405, mse_loss : +0.0041, l1_loss : +0.0276, perceptual_edge_loss : +0.0000, psnr : +19.7869, ssim : +0.7727
images_252 : Stage: [2/5], Iter: [300/2000], ftr_loss : +0.2630, nll : +0.0399, mse_loss : +0.0040, l1_loss : +0.0275, perceptual_edge_loss : +0.0000, psnr : +19.8960, ssim : +0.7756
