images_252 : Stage: [1/5], Iter: [1/2000], ftr_loss : +4.9025, nll : +0.0613, mse_loss : +0.0701, l1_loss : +0.1919, perceptual_edge_loss : +12.4954, psnr : +11.1828, ssim : +0.3481
images_252 : Stage: [1/5], Iter: [100/2000], ftr_loss : +1.3082, nll : +0.0600, mse_loss : +0.0128, l1_loss : +0.0588, perceptual_edge_loss : +11.6322, psnr : +17.0363, ssim : +0.6058
images_252 : Stage: [1/5], Iter: [200/2000], ftr_loss : +0.7951, nll : +0.0590, mse_loss : +0.0091, l1_loss : +0.0474, perceptual_edge_loss : +10.7770, psnr : +18.4573, ssim : +0.6646
images_252 : Stage: [1/5], Iter: [300/2000], ftr_loss : +0.6026, nll : +0.0579, mse_loss : +0.0073, l1_loss : +0.0428, perceptual_edge_loss : +9.5763, psnr : +19.3694, ssim : +0.7008
images_252 : Stage: [1/5], Iter: [400/2000], ftr_loss : +0.5174, nll : +0.0571, mse_loss : +0.0065, l1_loss : +0.0388, perceptual_edge_loss : +9.4315, psnr : +19.6295, ssim : +0.7154
images_252 : Stage: [1/5], Iter: [500/2000], ftr_loss : +0.7059, nll : +0.0556, mse_loss : +0.0098, l1_loss : +0.0464, perceptual_edge_loss : +9.6177, psnr : +18.2937, ssim : +0.6958
images_252 : Stage: [1/5], Iter: [600/2000], ftr_loss : +0.4975, nll : +0.0547, mse_loss : +0.0057, l1_loss : +0.0365, perceptual_edge_loss : +9.1018, psnr : +19.5980, ssim : +0.7290
images_252 : Stage: [1/5], Iter: [700/2000], ftr_loss : +0.4242, nll : +0.0538, mse_loss : +0.0059, l1_loss : +0.0371, perceptual_edge_loss : +9.3023, psnr : +19.3715, ssim : +0.7312
images_252 : Stage: [1/5], Iter: [800/2000], ftr_loss : +0.3692, nll : +0.0530, mse_loss : +0.0052, l1_loss : +0.0337, perceptual_edge_loss : +8.8595, psnr : +19.6789, ssim : +0.7458
images_252 : Stage: [1/5], Iter: [900/2000], ftr_loss : +0.3446, nll : +0.0520, mse_loss : +0.0051, l1_loss : +0.0331, perceptual_edge_loss : +8.8603, psnr : +19.7753, ssim : +0.7504
images_252 : Stage: [1/5], Iter: [1000/2000], ftr_loss : +0.3394, nll : +0.0512, mse_loss : +0.0044, l1_loss : +0.0300, perceptual_edge_loss : +8.7779, psnr : +20.2781, ssim : +0.7654
images_252 : Stage: [1/5], Iter: [1100/2000], ftr_loss : +0.3355, nll : +0.0501, mse_loss : +0.0044, l1_loss : +0.0301, perceptual_edge_loss : +8.7181, psnr : +20.2108, ssim : +0.7688
images_252 : Stage: [1/5], Iter: [1200/2000], ftr_loss : +0.3031, nll : +0.0492, mse_loss : +0.0045, l1_loss : +0.0304, perceptual_edge_loss : +8.8373, psnr : +19.9479, ssim : +0.7690
images_252 : Stage: [1/5], Iter: [1300/2000], ftr_loss : +0.3169, nll : +0.0483, mse_loss : +0.0045, l1_loss : +0.0300, perceptual_edge_loss : +8.5101, psnr : +20.0703, ssim : +0.7711
images_252 : Stage: [1/5], Iter: [1400/2000], ftr_loss : +0.2914, nll : +0.0474, mse_loss : +0.0044, l1_loss : +0.0294, perceptual_edge_loss : +8.3878, psnr : +19.9206, ssim : +0.7720
images_252 : Stage: [1/5], Iter: [1500/2000], ftr_loss : +0.2802, nll : +0.0465, mse_loss : +0.0041, l1_loss : +0.0282, perceptual_edge_loss : +8.3223, psnr : +20.2236, ssim : +0.7811
images_252 : Stage: [1/5], Iter: [1600/2000], ftr_loss : +0.3012, nll : +0.0456, mse_loss : +0.0039, l1_loss : +0.0274, perceptual_edge_loss : +8.3103, psnr : +20.4017, ssim : +0.7821
images_252 : Stage: [1/5], Iter: [1700/2000], ftr_loss : +0.2607, nll : +0.0447, mse_loss : +0.0040, l1_loss : +0.0273, perceptual_edge_loss : +8.2081, psnr : +20.1683, ssim : +0.7839
images_252 : Stage: [1/5], Iter: [1800/2000], ftr_loss : +0.2639, nll : +0.0438, mse_loss : +0.0040, l1_loss : +0.0283, perceptual_edge_loss : +8.0173, psnr : +20.2687, ssim : +0.7848
images_252 : Stage: [1/5], Iter: [1900/2000], ftr_loss : +0.2661, nll : +0.0430, mse_loss : +0.0042, l1_loss : +0.0289, perceptual_edge_loss : +8.2478, psnr : +20.0155, ssim : +0.7819
images_252 : Stage: [1/5], Iter: [2000/2000], ftr_loss : +0.2558, nll : +0.0421, mse_loss : +0.0037, l1_loss : +0.0263, perceptual_edge_loss : +8.2542, psnr : +20.5867, ssim : +0.7934
images_252 : Stage: [2/5], Iter: [1/2000], ftr_loss : +0.2601, nll : +0.0421, mse_loss : +0.0039, l1_loss : +0.0263, perceptual_edge_loss : +0.8277, psnr : +20.2001, ssim : +0.7890
images_252 : Stage: [2/5], Iter: [100/2000], ftr_loss : +0.2505, nll : +0.0417, mse_loss : +0.0041, l1_loss : +0.0279, perceptual_edge_loss : +0.8239, psnr : +20.2416, ssim : +0.7887
images_252 : Stage: [2/5], Iter: [200/2000], ftr_loss : +0.2480, nll : +0.0413, mse_loss : +0.0039, l1_loss : +0.0271, perceptual_edge_loss : +0.8086, psnr : +20.1961, ssim : +0.7868
